number of equals = 1350				
number of contains = 605				
Kind of Match	Subject	Relation	Object	Context
Equal	Lloyd Robertson	Occupation	Journalist	Lloyd Robertson, OC (born January 19, 1934) is a Canadian journalist and former news anchor who is special correspondent on CTV's weekly magazine series, W5. Robertson served as the chief anchor and senior editor of CTV's national evening newscast, CTV News with Lloyd Robertson, until September 2011, when he retired from the CTV National News team. He co-hosted W5 from 2011 to 2016.
Contains	Michael Biehn	Occupation	Actor	Michael Connell Biehn (born July 31, 1956) is an American actor. He is primarily known for his military roles in science fiction films directed by James Cameron; as Sgt. Kyle Reese in The Terminator (1984), Cpl. Dwayne Hicks in Aliens (1986) and Lt. Coffey in The Abyss (1989). He was nominated for the Saturn Award for Best Actor for Aliens. His other films include The Fan (1981), K2 (1991), Tombstone (1993), The Rock (1996), Megiddo: The Omega Code 2 (2001) and Planet Terror (2007). On television, he has appeared in Hill Street Blues (1984) and Adventure Inc. (2002-03).
Equal	Richard Williams (animator)	Occupation	Animator	Richard Edmund Williams (born March 19, 1933) is a Canadian–British animator, voice artist, and writer, best known for serving as animation director on Disney/Amblin's Who Framed Roger Rabbit and for his unfinished feature film The Thief and the Cobbler. He was also a film title sequence designer and animator; his most famous works in this field included the title sequences to What's New, Pussycat? (1965) and title and linking sequences in The Charge of the Light Brigade (1968). He also animated the eponymous cartoon feline for two of the later Pink Panther films.
Equal	Théodore Reinach	Occupation	Archaeologist	Théodore Reinach (July 3, 1860 – October 28, 1928) was a French archaeologist, mathematician, lawyer, papyrologist, philologist, epigrapher, historian, numismatist, musicologist, professor, and politician.
Equal	Sally Clark	Occupation	Solicitor	Sally Clark (August 1964 – 15 March 2007) was a British solicitor who, in November 1999, became the victim of a miscarriage of justice when she was found guilty of the murder of two of her sons. Although the conviction was overturned and she was freed from prison in 2003, the experience caused her to develop serious psychiatric problems and she died in her home in March 2007 from alcohol poisoning.
Equal	Shirin Ebadi	Occupation	Lawyer	Shirin Ebadi (Persian: شيرين عبادى‎‎ Širin Ebādi; born 21 June 1947) is an Iranian lawyer, a former judge and human rights activist and founder of Defenders of Human Rights Center in Iran. On 10 October 2003, Ebadi was awarded the Nobel Peace Prize for her significant and pioneering efforts for democracy and human rights, especially women's, children's, and refugee rights. She was the first ever Iranian to receive the prize.
Contains	Sérgio Vieira de Mello	Occupation	United	Sérgio Vieira de Mello (Portuguese pronunciation: [ˈsɛʁʒu viˈejɾɐ dʒi ˈmɛlu], 15 March 1948 – 19 August 2003) was a Brazilian United Nations diplomat who worked for the UN for more than 34 years, earning respect and praise around the world for his efforts in the humanitarian and political programs of the UN. He was posthumously awarded a United Nations Prize in the Field of Human Rights in 2003.
Contains	Sérgio Vieira de Mello	Occupation	United	Sérgio Vieira de Mello (Portuguese pronunciation: [ˈsɛʁʒu viˈejɾɐ dʒi ˈmɛlu], 15 March 1948 – 19 August 2003) was a Brazilian United Nations diplomat who worked for the UN for more than 34 years, earning respect and praise around the world for his efforts in the humanitarian and political programs of the UN. He was posthumously awarded a United Nations Prize in the Field of Human Rights in 2003.
Equal	Tsutomu Shimomura	Occupation	Physicist	Tsutomu Shimomura (下村 努 Shimomura Tsutomu, born October 23, 1964) is an American physicist and computer security expert. He is known for helping the FBI track and arrest hacker Kevin Mitnick. Shimomura is currently CEO and CTO of Neofocal Systems.
Contains	Władysław Szpilman	Occupation	Pianist	Władysław Szpilman (DIM Władek; Polish pronunciation: [vwaˈdɨswaf ˈʂpʲilman]; 5 December 1911 – 6 July 2000) was a Polish pianist and classical composer. Szpilman is widely known as the protagonist of the 2002 Roman Polanski film The Pianist, which is based on the book of the same name recounting his survival of the German occupation of Warsaw and the Holocaust.
Equal	Susanna Verbruggen	Occupation	Actress	Susanna Verbruggen (née Percival) (c. 1667–1703), aka Susanna Mountfort, was an English actress working in London.
Equal	Sami Al-Arian	Occupation	Activist	Sami Amin Al-Arian (Arabic: سامي أمين العريان‎‎; born January 14, 1958) is a Palestinian-American civil rights activist who was a computer engineering professor at University of South Florida. During the Clinton administration and Bush administration, he was invited to the White House. He actively campaigned for the Bush presidential campaign in the United States presidential election in 2000.
Contains	Susan Hayward	Occupation	Actress	By the late 1940s, the quality of her film roles had improved, and she achieved recognition for her dramatic abilities with the first of five Academy Award nominations for Best Actress for her performance as an alcoholic in Smash-Up, the Story of a Woman (1947). Her career continued successfully through the 1950s and she received subsequent nominations for My Foolish Heart (1949), With a Song in My Heart (1952), and I'll Cry Tomorrow (1955). She finally won the Academy Award for Best Actress for her portrayal of death-row inmate Barbara Graham in I Want to Live! (1958).
Contains	Pete Postlethwaite	Occupation	Actor	In television, Postlethwaite played Sergeant Obadiah Hakeswill on Sharpe. He trained as a teacher and taught drama before training as an actor. Director Steven Spielberg called him "the best actor in the world" after working with him on The Lost World: Jurassic Park (1997). He was made an Officer of the Order of the British Empire in the 2004 New Year Honours list. Less than one month after his death of pancreatic cancer, he was nominated for the BAFTA Award for Best Actor in a Supporting Role for his performance in Ben Affleck's The Town (2010).
Contains	Pete Postlethwaite	Occupation	Actor	Peter William "Pete" Postlethwaite OBE (/ˈpɒsəlθweɪt/; 7 February 1946 – 2 January 2011) was an English actor. After minor television appearances, including in The Professionals, his first major success arose through the British autobiographical film Distant Voices, Still Lives (1988). He had a transatlantic breakthrough when he portrayed David in Alien 3 (1992), and his reputation was further solidified when he was nominated for the Academy Award for Best Supporting Actor for In the Name of the Father (1993). Following this role, he portrayed the mysterious lawyer, Mr. Kobayashi, in The Usual Suspects (1995) and went on to appear in films such as Brassed Off (1996), Romeo + Juliet (1996), Amistad (1997), The Shipping News (2001), The Constant Gardener (2005), The Age of Stupid (2009) and Inception (2010).
Contains	Peter Finch	Occupation	Actor	Frederick George Peter Ingle Finch (28 September 1916 – 14 January 1977) was an English-born Australian actor. He is best remembered for his role as "crazed" television anchorman Howard Beale in the film Network, which earned him a posthumous Academy Award for Best Actor, his fifth Best Actor award from the British Academy of Film and Television Arts, and a Best Actor award from the Golden Globes. He was the first person to win a posthumous Academy Award in an acting category.
Equal	René-Robert Cavelier, Sieur de La Salle	Occupation	Explorer	René-Robert Cavelier, Sieur de La Salle, or Robert de La Salle (November 22, 1643 – March 19, 1687) was a French explorer. He explored the Great Lakes region of the United States and Canada, the Mississippi River, and the Gulf of Mexico. La Salle claimed the entire Mississippi River basin for France.
Contains	Steve Buscemi	Occupation	Actor	From 2010 to 2014, he portrayed Enoch "Nucky" Thompson in the critically acclaimed series Boardwalk Empire, which earned him two Screen Actors Guild Awards, a Golden Globe, and two nominations for an Emmy Award. He made his directorial debut in 1996, with Trees Lounge, in which he also starred. Other works include Animal Factory (2000), Lonesome Jim (2005) and Interview (2007). He has also directed numerous episodes of TV shows, including Homicide: Life on the Street, The Sopranos, Oz, 30 Rock, and Nurse Jackie. He currently hosts the Emmy Award-winning AOL On comedy talk-show Park Bench.
Contains	Susan Dey	Occupation	Actress	Susan Hallock Dey (born December 10, 1952) is an American actress, known for her television roles as Laurie Partridge on the sitcom The Partridge Family from 1970 to 1974, and as Grace Van Owen on the NBC drama series L.A. Law from 1986 to 1992. A three-time Emmy Award nominee and six-time Golden Globe Award nominee, she won the Golden Globe for Best Actress in a Drama Series for L.A. Law in 1988.
